EN,NL,type,misc
activity,activiteit {de},noun,
activity holiday,actieve vakantie {de},noun,[travel] 
activity report,activiteitenverslag {het},noun,
activity,werkzaamheid {de},noun,
activity [movement],beweging {de},noun,
act of heroism,heldendaad {de},noun,
act of sabotage,sabotageactie {de},noun,
act of war,krijgshandeling {de},noun,[mil.] 
act of war,oorlogsdaad {de},noun,[mil.] 
act of war,oorlogshandeling {de},noun,
actor,acteur {de},noun,
actor,toneelspeler {de},noun,
actress,actrice {de},noun,
acts of war,oorlogshandelingen {mv},noun,
actual,eigenlijk,adj,
actually,eigenlijk,adv,
actually,feitelijk,adv,
actually,warempel,adv,
actually,werkelijk,adv,
actual,werkelijk,adj,
act [in a play],akte {de},noun,[theatre] 
acumen,scherpzinnigheid {de},noun,
acupuncture,acupunctuur {de},noun,[med.] 
acupuncture needle,acupunctuurnaald {de},noun,[med.] 
Adam's apple,adamsappel {de} [Prominentia laryngea],noun,[anat.] 
Adamstown,Adamstown {het},noun,[geogr.] 
adaptation,aanpassing {de},noun,
adapted,aangepast,adj past-p,
addend,sommande {de},noun,[math.] 
addicted to,verslaafd aan,,
addiction,addictie {de},noun,
addiction,verslaafdheid {de},noun,
addiction,verslaving {de},noun,
addictive,verslavend,adj,
Addis Ababa,Addis Abeba {het},noun,[geogr.] 
Addis Abeba,Addis Abeba {het},noun,[geogr.] 
addition,aanwinst {de},noun,
additional,aanvullend,adj,
additional,additioneel,adj,
additional,bijkomend,adj,
additional,extra,adj,
addition,bijvoegsel {het},noun,
addition,toevoeging {de},noun,
address,adres {het},noun,
address book,adresboek {het},noun,
addressee,geadresseerde {de},noun,
addresser [machine],adresseermachine {de},noun,
address for delivery,leveradres {het},noun,[comm.] [transp.] 
address for delivery,leveringsadres {het},noun,[comm.] [transp.] 
addressing machine,adresseermachine {de},noun,
address [speech],toespraak {de},noun,
adenitis,adenitis {de},noun,[med.] 
adenocarcinoma,adenocarcinoom {het},noun,[med.] 
adenoma,adenoom {het},noun,[med.] 
adenosine triphosphate <ATP>,adenosinetrifosfaat {het} <ATP>,noun,[biochem.] [biol.] 
adenovirus,adenovirus {het},noun,[med.] 
adept,adept,adj,
adept,behendig,adj,
adept,ervaren,adj,
adept,zaakkundig,adj,
adequate,adequaat,adj,
adequate,afdoend,adj,
adhesion,adhesie {de},noun,[phys.] 
adhesive,kleefmiddel {het},noun,
adhesive,kleefstof {de},noun,
adhesive,lijm {de},noun,
adhesive tape,plakband {het},noun,
adipose,adipeus,adj,[med.] 
adipose tissue,vetweefsel {het},noun,[anat.] 
adiposis,adipositas {de},noun,[med.] 
adiposity,vetzucht {de},noun,
adjacent,aangrenzend,adj,
adjective <adj.>,bijvoeglijk naamwoord {het} <bnw.>,noun,[ling.] 
adjective,adjectief {het},noun,[ling.] 
adjustable,aanpasbaar,adj,
adjustable,regelbaar,adj,
adjustable spanner [esp. Br.],schroefsleutel {de},noun,
adjustable,verstelbaar,adj,[tech.] 
adjustment,afregeling {de},noun,
adjustment,afstelling {de},noun,
adjuvant,adjuvans {het},noun,[med.] 
administration,bestuur {het},noun,
administration,leiding {de},noun,
administrative,administratief,adj,
administrative costs,administratiekosten {mv},noun,
administrative expense {sg},administratiekosten {mv},noun,
admirable [worthy of admiration],bewonderenswaardig,adj,
admiration,bewondering {de},noun,
admirer,aanbidder {de},noun,
admirer,bewonderaar {de},noun,
admirers,aanbidders {mv},noun,
admirers,bewonderaars {mv},noun,
admissible,geoorloofd,adj,
admissible,toelaatbaar,adj,
admission,toegang {de},noun,
admittance,toegang {de},noun,
admonitions,vermaningen {mv},noun,
admonition,vermaning {de},noun,
adolescent,puber {de},noun,
adopted child,adoptiekind {het},noun,
adopted daughter,adoptiedochter {de},noun,
adopted son,adoptiefzoon {de},noun,
adoption,adoptie {de},noun,
adoptive child,adoptiekind {het},noun,
adoptive daughter,adoptiedochter {de},noun,
adoptive father,adoptievader {de},noun,
adoptive son,adoptiefzoon {de},noun,
adorable,enig,adj,
adorable,lief,adj,
adrenaline rush,adrenalinekick {de},noun,
Adriatic Sea,Adriatische Zee {de},noun,[geogr.] 
adsorption,adsorptie {de},noun,[phys.] 
adult education,volwasseneneducatie {de},noun,
adulthood,volwassenheid {de},noun,
adult literature,volwassenenliteratuur {de},noun,[lit.] 
adult,volwassene {de},noun,
adult [full-grown],volgroeid,adj,
adult [full-grown],volwassen,adj,
advanced,geavanceerd,adj past-p,
advance payment,vooruitbetaling {de},noun,
advance,voorsprong {de},noun,
advance,vooruitgang {de},noun,
advance [of money],voorschot {het},noun,[fin.] 
advantageous,voordelig [gunstig],adj,
advantages,voordelen {mv},noun,
advantage,voordeel {het},noun,
advantage,voor {het},noun,
advent,advent {de},noun,
Advent candle,adventskaars {de},noun,
Adventism,adventisme {het},noun,[relig.] 
advent,komst {de},noun,
Advent season,adventstijd {de},noun,[relig.] 
Advent Sunday,adventszondag {de},noun,
adventure,avontuur {het},noun,
adventure film,avonturenfilm {de},noun,[film] 
adventure game,avonturenspel {het},noun,[games] 
adventure holiday,avontuurlijke vakantie {de},noun,[travel] 
adventure holidays {pl},avontuurlijke vakantie {de},noun,[travel] 
adventure novel,avonturenroman {de},noun,[lit.] 
adventure story,avonturenverhaal {het},noun,[lit.] 
adventure trip,avontuurlijke reis {de},noun,[travel] 
adventure vacation [esp. Am.],avontuurlijke vakantie {de},noun,[travel] 
Advent wreath,adventskrans {de},noun,
adverb <adv.>,adverbium {het},noun,[ling.] 
adverb,bijwoord {het},noun,[ling.] 
adverbial,adverbiaal,adj,[ling.] 
adverbially,adverbiaal,adv,[ling.] 
adversary,tegenstander {de},noun,
adverse,nadelig,adj,
adverse,tegenwerkend,adj,
advertisement,aankondiging {de},noun,
advertisement,advertentie {de},noun,
advertisement,reclame {de},noun,
advertising agency,advertentiebureau {het},noun,
advertising campaign,reclamecampagne {de},noun,[market.] 
advertising,reclame {de},noun,
advice,advies {het},noun,
advice,raadgeving {de},noun,
advice,raad {de},noun,
adviser,adviseur {de},noun,
adviser,consulent {de},noun,
adviser,raadgever {de},noun,
advisor,adviseur {de},noun,
advisory commission,adviescommissie {de},noun,
advocate [Scot.] [S.Afr.],advocaat {de},noun,[law] 
Adélie penguin,adéliepinguïn {de} [Pygoscelis adeliae],noun,[orn.] [T] 
a,een,,
Aegean Sea,Egeïsche Zee {de},noun,[geogr.] 
aeolian harp,aeolusharp {de},noun,[mus.] 
aeolian harp,windharp {de},noun,[mus.] 
aerialist,luchtacrobaat {de},noun,
aerial ladder,brandweerladder {de},noun,[FireResc] 
aerial photography,luchtfotografie {de},noun,[photo.] 
aerial photo,luchtfoto {de},noun,[photo.] 
aerial [Br.],antenne {de},noun,
aerobatics {pl} [usually treated as singular],kunstvliegen {het},noun,[aviat.] [sports] 
aerobiology,aerobiologie {de},noun,[biol.] [acad.] 
aerobridge [Br.],aviobrug {de},noun,[aviat.] 
aerodynamic,aerodynamisch,adj,
aerodynamical,aerodynamisch,adj,
aerodynamics [treated as {sg} or {pl}],aerodynamica {de},noun,[phys.] [aviat.] 
aerophilately,luchtpostfilatelie {de},noun,[philat.] 
aerophobia,aviofobie {de},noun,[psych.] 
aerophobia,vliegangst {de},noun,[psych.] 
aerophone,aerofoon {de},noun,[mus.] 
aeroplane engine [Br.],vliegtuigmotor {de},noun,[aviat.] 
aeroplanes [Br.],vliegtuigen {mv},noun,[aviat.] 
aeroplane [Br.],vliegtuig {het},noun,[aviat.] 
aerosol,aerosol {de},noun,
Aeschylus,Aeschylus {de},noun,[hist.] [lit.] [theatre] 
Aeschylus,Aischylos {de},noun,[hist.] [lit.] [theatre] 
a feeling of hunger,hongergevoel {het},noun,
a few,een paar,,
a few,enig [een klein aantal],pron adj,
a few,enkele,,
affair,affaire {de},noun,
affected,aanstellerig,adj,
affectionate,aanhankelijk,adj,
affection,genegenheid {de},noun,
affiliated,aangesloten,adj past-p,
affine geometry,affiene meetkunde {de},noun,[math.] 
affine space,affiene ruimte {de},noun,[math.] 
affinity chromatography,affiniteitschromatografie {de},noun,[biochem.] 
Affinity [Sarah Waters],Affiniteit,,[F] [lit.] 
affirmative,positief,adj,
affluence,weelde {de},noun,
affluent,rijk,adj,
affluent,zijrivier {de},noun,[geogr.] 
affordable,betaalbaar,adj,
afforestation,bebossing {de},noun,[for.] [ecol.] 
Afghan,Afghaans,adj,
Afghan,Afghaan {de},noun,[ethn.] 
afghani <AFN> [Afghan monetary unit],afghani {de} <AFN> [Afghaanse munteenheid],noun,[curr.] 
Afghanistan,Afghanistan {het},noun,[geogr.] 
Afghans,Afghanen {mv},noun,[ethn.] 
Afghan [female],Afghaanse {de},noun,[ethn.] 
afraid,bang,adj,
afraid [pred.],angstig,adj,
afresh,wederom,adv,
Africa,Afrika {het},noun,[geogr.] 
African,Afrikaan {de},noun,[ethn.] 
African angelshark,Afrikaanse zee-engel {de} [Squatina africana],noun,[T] [fish] 
African barred owlet,Kaapse dwerguil {de} [Glaucidium capense],noun,[orn.] [T] 
African black-headed oriole,maskerwielewaal {de} [Oriolus larvatus],noun,[T] [orn.] 
African blue tit,Afrikaanse pimpelmees {de} [Cyanistes teneriffae],noun,[T] [orn.] 
African crake,"Afrikaanse kwartelkoning {de} [Crex egregia, syn.: Crecopsis egregia]",noun,[orn.] [T] 
African emerald cuckoo,smaragdkoekoek {de} [Chrysococcyx cupreus],noun,[orn.] [T] 
African jacana,Afrikaanse jacana {de} [Actophilornis africanus],noun,[orn.] [T] 
African jacana,grootlangtoon {de} [Actophilornis africanus],noun,[orn.] [T] 
African jacana,lelieloper {de} [Actophilornis africanus],noun,[orn.] [T] 
African jacana,lotusvogel {de} [Actophilornis africanus],noun,[orn.] [T] 
African long-tailed shrike,"eksterklauwier {de} [Urolestes melanoleucus, syn.: Corvinella melanoleuca]",noun,[orn.] [T] 
African marsh harrier,Afrikaanse bruine kiekendief {de} [Circus ranivorus],noun,[orn.] [T] 
African penguin,Afrikaanse pinguïn {de} [Spheniscus demersus],noun,[orn.] [T] 
African penguin,brilpinguïn {de} [Spheniscus demersus],noun,[orn.] [T] 
African penguin,zwartvoetpinguïn {de} [Spheniscus demersus],noun,[orn.] [T] 
African pied wagtail,Afrikaanse bonte kwikstaart {de} [Motacilla aguimp],noun,[orn.] [T] 
African pygmy mouse,Afrikaanse dwergmuis {de} [Mus minutoides],noun,[T] [zool.] 
African pygmy squirrel,Afrikaanse dwergeekhoorn {de} [Myosciurus pumilio],noun,[zool.] [T] 
African skimmer,Afrikaanse schaarbek {de} [Rynchops flavirostris],noun,[T] [orn.] 
African [female],Afrikaanse {de},noun,[ethn.] 
A friend in need is a friend indeed.,In de nood leert men zijn vrienden kennen.,,[idiom] 
Afrikaans,Afrikaans {het},noun,[ling.] 
after all,immers,adv,
after all,uiteindelijk,adv,
after due deliberation,na rijp beraad,adv,
aftermath,nasleep {de},noun,
after mature deliberation,na rijp beraad,adv,
after,na,conj,
after,nadat,conj,
afternoon,middag {de},noun,
afternoon,namiddag {de},noun,
afternoon nap,middagdutje {het} [verkl.],noun,
afternoon nap,middagslaapje {het} [verkl.],noun,
afternoon prayer,namiddaggebed {het},noun,[relig.] 
afternoon sleep,middagslaap {de},noun,
afternoons,middagen {mv},noun,
afternoon sun,namiddagzon {de},noun,[meteo.] 
aftershave (lotion),aftershavelotion {de},noun,[cosmet.] 
aftershave,aftershave {de},noun,[cosmet.] 
aftertaste,afdronk {de},noun,
aftertaste,nasmaak {de},noun,
after that,vervolgens,adv,
afterwards,daarna,adv,
afterwards,later,adv,
afterwards,nadien,adv,
afterwards,vervolgens,adv,
afterward,vervolgens,adv,
again,alweer,adv,
again,opnieuw,adv,
against one's better judgment,tegen beter weten,adv,
against,tegen,prep,
again,terug [BN],adv,
again,weer,adv,
Agami heron,agamireiger {de} [Agamia agami],noun,[T] [orn.] 
agate,agaat {het},noun,[mineral.] 
Agave,Agave {de},noun,[myth.] 
agave syrup,agavesiroop {de},noun,[gastr.] 
aged [very old],hoogbejaard,adj,
ageing,vergrijzing {de},noun,
age,leeftijd {de},noun,
age limit,leeftijdsbeperking {de},noun,
agency,agentschap {het},noun,
agenda,agenda {de},noun,
agenda,dagorde {de} [BN],noun,
agenda item,agendapunt {het},noun,
agent,agent {de},noun,
agent,middel {het} [voor bekomen van bepaald (chemisch) effect],noun,[chem.] 
age,tijdperk {het},noun,
agglomeration,agglomeratie {de},noun,[urban] 
agglutination,agglutinatie {de},noun,[med.] [ling.] 
aggregate,totaal {het},noun,
aggression,agressie {de},noun,
aggressiveness,agressiviteit {de},noun,
aggressive war,aanvalsoorlog {de},noun,[mil.] [pol.] 
agile frog,springkikker {de} [Rana dalmatina],noun,[zool.] [T] 
agile gibbon,oenka {de} [Hylobates agilis],noun,[zool.] [T] 
agile,lenig,adj,
agility,wendbaarheid {de},noun,
agitation,opwinding {de},noun,
a glass of water,een glas water,,
agnosia,agnosie {de},noun,[med.] 
agnosticism,agnosticisme {het},noun,[philos.] [relig.] 
agogô,agogô {de},noun,[mus.] 
agonies,kwellingen {mv},noun,
agony,tortuur {de},noun,
agoraphobia,agorafobie {de},noun,[psych.] 
ago [postpos.],geleden,adv,
agrarian policy,landbouwbeleid {het},noun,[agr.] [pol.] 
agrarian policy,landbouwpolitiek {de},noun,[agr.] [pol.] 
agrarian sector,agrisector {de},noun,[agr.] [econ.] 
agreed,afgesproken,adj past-p,
agreed,overeengekomen,adj past-p,
agreement,afspraak {de},noun,
agreement,akkoord {het},noun,
agreement,overeenkomst {de},noun,
agricultural,agrarisch,adj,
agricultural budget,landbouwbegroting {de},noun,[agr.] [fin.] [pol.] 
agricultural fair,landbouwbeurs {de},noun,[agr.] [comm.] 
agricultural policy,landbouwbeleid {het},noun,[agr.] [pol.] 
agricultural policy,landbouwpolitiek {de},noun,[agr.] [pol.] 
agricultural product,landbouwproduct {het},noun,[agr.] [comm.] 
agricultural sector,agrisector {de},noun,[agr.] [econ.] 
agricultural sector,landbouwsector {de},noun,[agr.] [econ.] 
agricultural show,landbouwbeurs {de},noun,[agr.] [comm.] 
agricultural subsidies,landbouwsubsidies {mv},noun,[agr.] [pol.] 
agricultural subsidy,landbouwsubsidie {de},noun,[agr.] [pol.] 
agriculture,agricultuur {de},noun,
agriculture,landbouw {de},noun,
agrobiology,agrobiologie {de},noun,[agr.] [biol.] [acad.] 
agroecology,agro-ecologie {de},noun,[agr.] [ecol.] [acad.] 
agrostology,agrostologie {de},noun,[bot.] [acad.] 
A Guest of Honour [Nadine Gordimer],De eregast,,[F] [lit.] 
agung,agung {de},noun,[mus.] 
ahead,vooruit,adv,
Ahmedabad,Ahmedabad {het},noun,[geogr.] 
Aichi Prefecture,prefectuur {de} Aichi,noun,[geogr.] 
aichmophobia,aichmofobie {de},noun,[psych.] 
aide,hulpkracht {de},noun,
aid,hulpmiddel {het},noun,
aid,hulp {de},noun,
aid package,hulppakket {het},noun,
aikido,aikido {het},noun,[sports] 
ailment,kwaal {de},noun,
ailurophobia,ailurofobie {de},noun,[psych.] 
aim,doel {het},noun,
aimless,doelloos,adj,
air-cooled,luchtgekoeld,adj,[tech.] 
air-raid shelter,schuilkelder {de},noun,[mil.] 
air-to-air missile <AAM>,lucht-luchtraket {de},noun,[mil.] 
air-to-ground missile <AGM>,lucht-grondraket {de},noun,[mil.] 
air-to-surface missile <ASM>,lucht-grondraket {de},noun,[mil.] 
air assault division,luchtlandingsdivisie {de},noun,[aviat.] [mil.] 
air attack,luchtaanval {de},noun,[mil.] 
air bag [spv.] [airbag],airbag {de},noun,[automot.] 
air bed [Br.],luchtbed {het},noun,
air brake,luchtdrukrem {de},noun,[tech.] 
air corridor,luchtcorridor {de},noun,
aircraft carrier,vliegdekschip {het},noun,[mil.] [naut.] 
aircraft engine,vliegtuigmotor {de},noun,[aviat.] 
aircraft factory,vliegtuigfabriek {de},noun,[ind.] [aviat.] 
aircraft,vliegtuig {het},noun,[aviat.] 
aircraft {pl},vliegtuigen {mv},noun,[aviat.] 
air defence [Br.],luchtafweer {de},noun,[mil.] 
air defense [Am.],luchtafweer {de},noun,[mil.] 
airfares,vluchtprijzen {mv},noun,[aviat.] 
airfields,vliegvelden {mv},noun,[aviat.] 
airfield,vliegveld {het},noun,[aviat.] 
air filter,luchtfilter {de} {het},noun,[tech.] 
airfoil,draagvlak {het},noun,[aviat.] [tech.] 
air force,luchtmacht {de},noun,[aviat.] [mil.] 
air freshener,luchtverfrisser {de},noun,
air fryer,airfryer {de},noun,[gastr.] 
air hockey,airhockey {het},noun,[games] [sports] 
air humidity,luchtvochtigheid {de},noun,
air intake,luchtinlaat {de},noun,
airline,airline {de},noun,[aviat.] 
airline industry,luchtvaartbranche {de},noun,[econ.] [aviat.] 
airline,luchtvaartmaatschappij {de},noun,
airline passenger,vliegtuigpassagier {de},noun,[aviat.] 
airliner,passagiersvliegtuig {het},noun,[aviat.] 
airline seat,vliegtuigstoel {de},noun,[aviat.] 
air,lucht {de},noun,
air mail letter,luchtpostbrief {de},noun,
air mail,luchtpost {de},noun,
airmail paper,luchtpostpapier {het},noun,
airmail stamp,luchtpostzegel {de},noun,[philat.] 
air mail traffic,luchtpostverkeer {het},noun,[aviat.] 
airmass,luchtmassa {de},noun,[astron.] 
air mattress [Am.],luchtbed {het},noun,
air mattress [Am.],luchtmatras {de} {het},noun,
air passenger,luchtpassagier {de},noun,[aviat.] 
air passenger,vliegtuigpassagier {de},noun,[aviat.] 
air photography,luchtfotografie {de},noun,
airplanes [Am.],vliegtuigen {mv},noun,[aviat.] 
airplane [Am.],vliegtuig {het},noun,[aviat.] 
air pollution,luchtvervuiling {de},noun,[ecol.] 
airport building,luchthavengebouw {het},noun,[archi.] [aviat.] 
airport,luchthaven {de},noun,[aviat.] 
airport police [treated as pl.],luchthavenpolitie {de},noun,[aviat.] 
airport project,luchthavenproject {het},noun,[constr.] [aviat.] 
airport,vlieghaven {de} [BN],noun,[aviat.] 
air pressure,luchtdruk {de},noun,
air rifle,luchtgeweer {het},noun,[weapons] 
airship,luchtschip {het},noun,[aviat.] 
airsick,luchtziek,adj,
airspace,luchtruim {het},noun,
airspeed indicator,snelheidsmeter {de},noun,[aviat.] 
airspeed,luchtsnelheid {de},noun,[aviat.] 
airstrip,vliegstrip {de},noun,[aviat.] 
air superiority,luchtoverwicht {het} [militaire dominatie],noun,[aviat.] [mil.] 
airtight,luchtdicht,adj,
air traffic control,luchtverkeersleiding {de},noun,[aviat.] 
air transport,luchttransport {het},noun,
air transport,luchtvervoer {het},noun,
airways,luchtwegen {mv},noun,[anat.] [aviat.] 
aisle,gangpad {het},noun,
akathisia,acathisie {de},noun,[med.] 
Al-Qaeda,Al-Kaida {de},noun,
Al-Qaeda,Al Qaeda {de},noun,
Al-Qaeda,Al Qaida {de},noun,
Al-Qaida,Al-Kaida {de},noun,
"Alabama <AL> [Yellowhammer State, Cotton State]",Alabama {het} [staat van de Verenigde Staten],noun,[geogr.] 
alabaster,albast {het},noun,
alarm bell,alarmbel {de},noun,
alarm bell,noodklok {de},noun,
alarm clock,wekker {de},noun,
Alaska <AK> [The Last Frontier],Alaska {het} [staat van de Verenigde Staten],noun,[geogr.] 
Alaska marmot,alaskamarmot {de} [Marmota broweri],noun,[zool.] [T] 
Alaskan brown bear,kodiakbeer {de} [Ursus arctos middendorffi],noun,[zool.] [T] 
Alaskan hare,alaskahaas {de} [Lepus othus],noun,[zool.] [T] 
Alaskan king crab,rode koningskrab {de} [Paralithodes camtschaticus],noun,[T] [zool.] 
Albania,Albanië {het},noun,[geogr.] 
Albanian,Albanees,adj,
Albanian,Albanees {de},noun,[ethn.] 
Albanian,Albanees {het},noun,[ling.] 
Albanian [female],Albanese {de},noun,[ethn.] 
Albanology,albanologie {de},noun,[educ.] [ling.] [acad.] 
albinism,albinisme {het},noun,[biol.] 
